month,dow,hour,exit,승차인원,하차인원
09,SAT,9,14,35.44573144573145,100.65110825110824
09,SAT,9,15,15.18318318318317,43.11391391391387
09,SAT,9,2,5.436293436293434,15.436808236808229
09,SAT,9,3,4.228228228228224,12.006406406406395
09,SAT,9,4,1.9493779493779393,5.535421135421107
09,SAT,9,5,0.1647361647361536,0.4677820677820361
09,SAT,9,6,0.0,0.0
09,SAT,9,7,3.459459459459456,9.823423423423414
09,SAT,9,8,0.9335049335049215,2.650765050765017
09,SAT,9,9,0.96096096096096,2.7287287287287256
09,SAT,9,9-1,20.290004290004276,57.615158015157974
09,SAT,10,1,15.101750391347645,35.82183008396183
09,SAT,10,10,19.373388359185988,45.95429059342534
09,SAT,10,11,9.621972392201494,22.82362316778138
09,SAT,10,12,74.12802049238651,175.83401166927564
09,SAT,10,13,39.00566386793795,92.52266970257577
09,SAT,10,14,53.762231393197645,127.52571509890417
09,SAT,10,15,29.426839333997428,69.80139462074852
09,SAT,10,2,10.700668848726329,25.382325316635807
09,SAT,10,3,6.256439447844013,14.840472463355587
09,SAT,10,4,3.236089369574478,7.676106446563208
09,SAT,10,5,0.5177742991319176,1.2281770314501161
09,SAT,10,6,0.0,0.0
09,SAT,10,7,5.738665148712096,13.612295431905471
09,SAT,10,8,1.5964707556567235,3.786879180304471
09,SAT,10,9,1.1649921730468074,2.763398320762743
09,SAT,10,9-1,33.56903372705277,79.62681087234944
09,SAT,11,1,24.771609050189465,59.167635236016906
09,SAT,11,10,25.805811416101967,61.63785459974728
09,SAT,11,11,12.016446537268823,28.701596416676143
09,SAT,11,12,104.55293442058114,249.72741472378544
09,SAT,11,13,45.40640863672905,108.45439301711262
09,SAT,11,14,83.37640978523025,199.14673251406907
09,SAT,11,15,36.00009188009644,85.98715975651768
09,SAT,11,2,14.232594464224146,33.99492362466971
09,SAT,11,3,10.539014585965273,25.17271161134709
09,SAT,11,4,5.7127368783736845,13.64502124727222
09,SAT,11,5,0.5909727805214112,1.4115539221315985
09,SAT,11,6,0.29548639026068413,0.7057769610657478
09,SAT,11,7,8.815343976111148,21.05567933846324
09,SAT,11,8,3.053359366027313,7.293028597679975
09,SAT,11,9,3.5458366831285106,8.469323532789693
09,SAT,11,9-1,50.08494314919027,119.62919490065458
09,SAT,12,1,21.710388595977324,44.66303456356175
