platform,ratio,hour,dow,line,updnLine
4-3,7.166666666666667,10,WEEKDAY,4,1
4-4,7.666666666666667,10,WEEKDAY,4,1
4-5,6.833333333333333,10,WEEKDAY,4,1
4-6,8.0,10,WEEKDAY,4,1
4-7,9.666666666666666,10,WEEKDAY,4,1
4-8,13.666666666666666,10,WEEKDAY,4,1
4-9,13.666666666666666,10,WEEKDAY,4,1
4-10,19.666666666666668,10,WEEKDAY,4,1
4-1,6.166666666666667,11,WEEKDAY,4,1
4-2,8.5,11,WEEKDAY,4,1
4-3,8.333333333333334,11,WEEKDAY,4,1
4-4,7.666666666666667,11,WEEKDAY,4,1
4-5,8.0,11,WEEKDAY,4,1
4-6,8.0,11,WEEKDAY,4,1
4-7,9.833333333333334,11,WEEKDAY,4,1
4-8,12.333333333333334,11,WEEKDAY,4,1
4-9,12.333333333333334,11,WEEKDAY,4,1
4-10,19.833333333333332,11,WEEKDAY,4,1
4-1,6.0,12,WEEKDAY,4,1
4-2,8.5,12,WEEKDAY,4,1
4-3,7.333333333333333,12,WEEKDAY,4,1
4-4,7.666666666666667,12,WEEKDAY,4,1
4-5,7.333333333333333,12,WEEKDAY,4,1
4-6,7.833333333333333,12,WEEKDAY,4,1
4-7,10.333333333333334,12,WEEKDAY,4,1
4-8,12.5,12,WEEKDAY,4,1
4-9,13.0,12,WEEKDAY,4,1
4-10,19.833333333333332,12,WEEKDAY,4,1
4-1,5.666666666666667,13,WEEKDAY,4,1
4-2,7.666666666666667,13,WEEKDAY,4,1
4-3,8.0,13,WEEKDAY,4,1
4-4,7.833333333333333,13,WEEKDAY,4,1
4-5,7.5,13,WEEKDAY,4,1
4-6,8.666666666666666,13,WEEKDAY,4,1
4-7,9.5,13,WEEKDAY,4,1
4-8,12.0,13,WEEKDAY,4,1
4-9,14.0,13,WEEKDAY,4,1
4-10,20.333333333333332,13,WEEKDAY,4,1
4-1,5.666666666666667,14,WEEKDAY,4,1
4-2,8.5,14,WEEKDAY,4,1
4-3,7.5,14,WEEKDAY,4,1
4-4,8.5,14,WEEKDAY,4,1
4-5,7.833333333333333,14,WEEKDAY,4,1
4-6,7.5,14,WEEKDAY,4,1
4-7,9.666666666666666,14,WEEKDAY,4,1
4-8,12.0,14,WEEKDAY,4,1
4-9,12.833333333333334,14,WEEKDAY,4,1
4-10,20.333333333333332,14,WEEKDAY,4,1
4-1,5.833333333333333,15,WEEKDAY,4,1
4-2,8.0,15,WEEKDAY,4,1
4-3,8.666666666666666,15,WEEKDAY,4,1
4-4,7.666666666666667,15,WEEKDAY,4,1
4-5,7.5,15,WEEKDAY,4,1
4-6,8.0,15,WEEKDAY,4,1
4-7,10.333333333333334,15,WEEKDAY,4,1
4-8,12.666666666666666,15,WEEKDAY,4,1
4-9,11.5,15,WEEKDAY,4,1
4-10,20.0,15,WEEKDAY,4,1
4-1,5.333333333333333,16,WEEKDAY,4,1
4-2,7.333333333333333,16,WEEKDAY,4,1
4-3,7.166666666666667,16,WEEKDAY,4,1
4-4,7.333333333333333,16,WEEKDAY,4,1
4-5,7.0,16,WEEKDAY,4,1
4-6,8.166666666666666,16,WEEKDAY,4,1
4-7,11.0,16,WEEKDAY,4,1
4-8,12.0,16,WEEKDAY,4,1
4-9,13.0,16,WEEKDAY,4,1
4-10,21.666666666666668,16,WEEKDAY,4,1
4-1,5.0,17,WEEKDAY,4,1
4-2,5.833333333333333,17,WEEKDAY,4,1
4-3,5.833333333333333,17,WEEKDAY,4,1
4-4,6.333333333333333,17,WEEKDAY,4,1
4-5,6.166666666666667,17,WEEKDAY,4,1
4-6,8.0,17,WEEKDAY,4,1
4-7,11.833333333333334,17,WEEKDAY,4,1
4-8,13.5,17,WEEKDAY,4,1
4-9,14.666666666666666,17,WEEKDAY,4,1
4-10,22.5,17,WEEKDAY,4,1
4-1,4.833333333333333,18,WEEKDAY,4,1
4-2,5.666666666666667,18,WEEKDAY,4,1
4-3,6.0,18,WEEKDAY,4,1
4-4,5.5,18,WEEKDAY,4,1
4-5,5.833333333333333,18,WEEKDAY,4,1
4-6,7.666666666666667,18,WEEKDAY,4,1
4-7,11.666666666666666,18,WEEKDAY,4,1
4-8,13.333333333333334,18,WEEKDAY,4,1
4-9,14.5,18,WEEKDAY,4,1
4-10,25.666666666666668,18,WEEKDAY,4,1
4-1,4.333333333333333,19,WEEKDAY,4,1
4-2,5.833333333333333,19,WEEKDAY,4,1
4-3,5.666666666666667,19,WEEKDAY,4,1
4-4,5.666666666666667,19,WEEKDAY,4,1
4-5,6.333333333333333,19,WEEKDAY,4,1
4-6,7.166666666666667,19,WEEKDAY,4,1
4-7,10.666666666666666,19,WEEKDAY,4,1
4-8,13.0,19,WEEKDAY,4,1
4-9,15.666666666666666,19,WEEKDAY,4,1
4-10,26.166666666666668,19,WEEKDAY,4,1
4-1,3.8333333333333335,20,WEEKDAY,4,1
4-2,5.833333333333333,20,WEEKDAY,4,1
4-3,5.666666666666667,20,WEEKDAY,4,1
4-4,6.833333333333333,20,WEEKDAY,4,1
4-5,6.166666666666667,20,WEEKDAY,4,1
4-6,7.333333333333333,20,WEEKDAY,4,1
4-7,10.833333333333334,20,WEEKDAY,4,1
4-8,13.5,20,WEEKDAY,4,1
4-9,15.0,20,WEEKDAY,4,1
4-10,25.666666666666668,20,WEEKDAY,4,1
4-1,4.833333333333333,21,WEEKDAY,4,1
4-2,5.666666666666667,21,WEEKDAY,4,1
4-3,6.5,21,WEEKDAY,4,1
4-4,6.833333333333333,21,WEEKDAY,4,1
4-5,6.333333333333333,21,WEEKDAY,4,1
4-6,7.333333333333333,21,WEEKDAY,4,1
4-7,10.666666666666666,21,WEEKDAY,4,1
4-8,13.0,21,WEEKDAY,4,1
4-9,15.166666666666666,21,WEEKDAY,4,1
4-10,23.333333333333332,21,WEEKDAY,4,1
4-1,3.5,22,WEEKDAY,4,1
4-2,6.166666666666667,22,WEEKDAY,4,1
4-3,6.0,22,WEEKDAY,4,1
4-4,7.166666666666667,22,WEEKDAY,4,1
4-5,7.0,22,WEEKDAY,4,1
4-6,7.666666666666667,22,WEEKDAY,4,1
4-7,12.333333333333334,22,WEEKDAY,4,1
4-8,13.666666666666666,22,WEEKDAY,4,1
4-9,14.0,22,WEEKDAY,4,1
4-10,22.166666666666668,22,WEEKDAY,4,1
4-1,5.0,23,WEEKDAY,4,1
4-2,7.0,23,WEEKDAY,4,1
4-3,7.0,23,WEEKDAY,4,1
4-4,7.0,23,WEEKDAY,4,1
4-5,7.0,23,WEEKDAY,4,1
4-6,8.0,23,WEEKDAY,4,1
4-7,11.0,23,WEEKDAY,4,1
4-8,13.0,23,WEEKDAY,4,1
4-9,14.0,23,WEEKDAY,4,1
4-10,22.0,23,WEEKDAY,4,1
4-1,5.0,5,WEEKEND,4,1
4-2,7.0,5,WEEKEND,4,1
4-3,7.0,5,WEEKEND,4,1
4-4,7.0,5,WEEKEND,4,1
4-5,7.0,5,WEEKEND,4,1
4-6,8.0,5,WEEKEND,4,1
4-7,11.0,5,WEEKEND,4,1
4-8,13.0,5,WEEKEND,4,1
4-9,14.0,5,WEEKEND,4,1
4-10,21.666666666666668,5,WEEKEND,4,1
4-1,3.6666666666666665,6,WEEKEND,4,1
4-2,7.0,6,WEEKEND,4,1
4-3,6.166666666666667,6,WEEKEND,4,1
4-4,7.5,6,WEEKEND,4,1
4-5,6.0,6,WEEKEND,4,1
4-6,6.833333333333333,6,WEEKEND,4,1
4-7,10.0,6,WEEKEND,4,1
4-8,13.833333333333334,6,WEEKEND,4,1
4-9,14.166666666666666,6,WEEKEND,4,1
4-10,25.333333333333332,6,WEEKEND,4,1
4-1,5.166666666666667,7,WEEKEND,4,1
4-2,6.666666666666667,7,WEEKEND,4,1
4-3,7.333333333333333,7,WEEKEND,4,1
4-4,6.833333333333333,7,WEEKEND,4,1
4-5,7.166666666666667,7,WEEKEND,4,1
4-6,7.833333333333333,7,WEEKEND,4,1
4-7,10.5,7,WEEKEND,4,1
4-8,12.666666666666666,7,WEEKEND,4,1
4-9,14.5,7,WEEKEND,4,1
4-10,22.0,7,WEEKEND,4,1
4-1,4.166666666666667,8,WEEKEND,4,1
4-2,6.166666666666667,8,WEEKEND,4,1
4-3,6.833333333333333,8,WEEKEND,4,1
4-4,6.333333333333333,8,WEEKEND,4,1
4-5,6.333333333333333,8,WEEKEND,4,1
4-6,7.666666666666667,8,WEEKEND,4,1
4-7,8.333333333333334,8,WEEKEND,4,1
4-8,12.666666666666666,8,WEEKEND,4,1
4-9,16.833333333333332,8,WEEKEND,4,1
4-10,24.833333333333332,8,WEEKEND,4,1
4-1,4.666666666666667,9,WEEKEND,4,1
4-2,6.833333333333333,9,WEEKEND,4,1
4-3,7.333333333333333,9,WEEKEND,4,1
4-4,6.0,9,WEEKEND,4,1
4-5,6.666666666666667,9,WEEKEND,4,1
4-6,7.333333333333333,9,WEEKEND,4,1
4-7,9.5,9,WEEKEND,4,1
4-8,14.5,9,WEEKEND,4,1
4-9,14.166666666666666,9,WEEKEND,4,1
4-10,23.5,9,WEEKEND,4,1
4-1,5.5,10,WEEKEND,4,1
4-2,6.0,10,WEEKEND,4,1
4-3,7.333333333333333,10,WEEKEND,4,1
4-4,6.666666666666667,10,WEEKEND,4,1
4-5,6.166666666666667,10,WEEKEND,4,1
4-6,7.833333333333333,10,WEEKEND,4,1
4-7,9.5,10,WEEKEND,4,1
4-8,14.0,10,WEEKEND,4,1
4-9,13.5,10,WEEKEND,4,1
4-10,23.0,10,WEEKEND,4,1
4-1,5.833333333333333,11,WEEKEND,4,1
4-2,5.833333333333333,11,WEEKEND,4,1
4-3,6.5,11,WEEKEND,4,1
4-4,8.333333333333334,11,WEEKEND,4,1
4-5,5.833333333333333,11,WEEKEND,4,1
4-6,9.5,11,WEEKEND,4,1
4-7,10.333333333333334,11,WEEKEND,4,1
4-8,12.833333333333334,11,WEEKEND,4,1
4-9,13.5,11,WEEKEND,4,1
4-10,21.333333333333332,11,WEEKEND,4,1
4-1,5.833333333333333,12,WEEKEND,4,1
4-2,7.0,12,WEEKEND,4,1
4-3,6.833333333333333,12,WEEKEND,4,1
4-4,6.5,12,WEEKEND,4,1
4-5,8.0,12,WEEKEND,4,1
4-6,7.5,12,WEEKEND,4,1
4-7,9.5,12,WEEKEND,4,1
4-8,13.166666666666666,12,WEEKEND,4,1
4-9,14.666666666666666,12,WEEKEND,4,1
4-10,21.166666666666668,12,WEEKEND,4,1
4-1,5.0,13,WEEKEND,4,1
4-2,6.5,13,WEEKEND,4,1
4-3,7.833333333333333,13,WEEKEND,4,1
4-4,6.166666666666667,13,WEEKEND,4,1
4-5,7.666666666666667,13,WEEKEND,4,1
4-6,7.666666666666667,13,WEEKEND,4,1
4-7,11.0,13,WEEKEND,4,1
4-8,12.833333333333334,13,WEEKEND,4,1
4-9,15.833333333333334,13,WEEKEND,4,1
4-10,19.666666666666668,13,WEEKEND,4,1
4-1,5.333333333333333,14,WEEKEND,4,1
4-2,7.166666666666667,14,WEEKEND,4,1
4-3,7.5,14,WEEKEND,4,1
4-4,7.5,14,WEEKEND,4,1
4-5,7.666666666666667,14,WEEKEND,4,1
4-6,8.5,14,WEEKEND,4,1
4-7,11.666666666666666,14,WEEKEND,4,1
4-8,13.5,14,WEEKEND,4,1
4-9,13.5,14,WEEKEND,4,1
4-10,17.666666666666668,14,WEEKEND,4,1
4-1,4.5,15,WEEKEND,4,1
4-2,8.333333333333334,15,WEEKEND,4,1
4-3,6.333333333333333,15,WEEKEND,4,1
4-4,7.333333333333333,15,WEEKEND,4,1
4-5,7.5,15,WEEKEND,4,1
4-6,9.166666666666666,15,WEEKEND,4,1
4-7,13.333333333333334,15,WEEKEND,4,1
4-8,12.0,15,WEEKEND,4,1
4-9,12.166666666666666,15,WEEKEND,4,1
4-10,18.833333333333332,15,WEEKEND,4,1
4-1,5.333333333333333,16,WEEKEND,4,1
4-2,7.0,16,WEEKEND,4,1
4-3,6.166666666666667,16,WEEKEND,4,1
4-4,7.333333333333333,16,WEEKEND,4,1
4-5,8.166666666666666,16,WEEKEND,4,1
4-6,9.0,16,WEEKEND,4,1
4-7,11.666666666666666,16,WEEKEND,4,1
4-8,13.5,16,WEEKEND,4,1
4-9,13.0,16,WEEKEND,4,1
4-10,19.0,16,WEEKEND,4,1
4-1,6.666666666666667,17,WEEKEND,4,1
4-2,7.166666666666667,17,WEEKEND,4,1
4-3,6.5,17,WEEKEND,4,1
4-4,7.0,17,WEEKEND,4,1
4-5,7.5,17,WEEKEND,4,1
4-6,8.166666666666666,17,WEEKEND,4,1
4-7,12.0,17,WEEKEND,4,1
4-8,14.0,17,WEEKEND,4,1
4-9,13.166666666666666,17,WEEKEND,4,1
4-10,17.5,17,WEEKEND,4,1
4-1,6.666666666666667,18,WEEKEND,4,1
4-2,7.166666666666667,18,WEEKEND,4,1
4-3,7.833333333333333,18,WEEKEND,4,1
4-4,6.0,18,WEEKEND,4,1
4-5,7.833333333333333,18,WEEKEND,4,1
4-6,7.5,18,WEEKEND,4,1
4-7,12.0,18,WEEKEND,4,1
4-8,13.333333333333334,18,WEEKEND,4,1
4-9,11.166666666666666,18,WEEKEND,4,1
4-10,20.0,18,WEEKEND,4,1
4-1,4.666666666666667,19,WEEKEND,4,1
4-2,7.333333333333333,19,WEEKEND,4,1
4-3,7.0,19,WEEKEND,4,1
4-4,6.833333333333333,19,WEEKEND,4,1
4-5,7.166666666666667,19,WEEKEND,4,1
4-6,7.333333333333333,19,WEEKEND,4,1
4-7,9.333333333333334,19,WEEKEND,4,1
4-8,12.166666666666666,19,WEEKEND,4,1
4-9,15.0,19,WEEKEND,4,1
4-10,23.333333333333332,19,WEEKEND,4,1
4-1,4.0,20,WEEKEND,4,1
4-2,6.666666666666667,20,WEEKEND,4,1
4-3,7.333333333333333,20,WEEKEND,4,1
4-4,5.666666666666667,20,WEEKEND,4,1
4-5,7.0,20,WEEKEND,4,1
4-6,7.333333333333333,20,WEEKEND,4,1
4-7,10.166666666666666,20,WEEKEND,4,1
4-8,13.833333333333334,20,WEEKEND,4,1
4-9,15.166666666666666,20,WEEKEND,4,1
4-10,23.0,20,WEEKEND,4,1
4-1,5.0,21,WEEKEND,4,1
4-2,7.166666666666667,21,WEEKEND,4,1
4-3,6.666666666666667,21,WEEKEND,4,1
4-4,6.166666666666667,21,WEEKEND,4,1
4-5,7.5,21,WEEKEND,4,1
4-6,7.333333333333333,21,WEEKEND,4,1
4-7,10.5,21,WEEKEND,4,1
4-8,13.166666666666666,21,WEEKEND,4,1
4-9,15.166666666666666,21,WEEKEND,4,1
4-10,21.166666666666668,21,WEEKEND,4,1
4-1,5.0,22,WEEKEND,4,1
4-2,7.0,22,WEEKEND,4,1
4-3,7.0,22,WEEKEND,4,1
4-4,7.0,22,WEEKEND,4,1
4-5,7.0,22,WEEKEND,4,1
4-6,8.0,22,WEEKEND,4,1
4-7,11.0,22,WEEKEND,4,1
4-8,13.0,22,WEEKEND,4,1
4-9,14.0,22,WEEKEND,4,1
4-10,21.0,22,WEEKEND,4,1
4-1,5.0,23,WEEKEND,4,1
4-2,7.0,23,WEEKEND,4,1
4-3,7.0,23,WEEKEND,4,1
4-4,7.0,23,WEEKEND,4,1
4-5,7.0,23,WEEKEND,4,1
4-6,8.0,23,WEEKEND,4,1
4-7,11.0,23,WEEKEND,4,1
4-8,13.0,23,WEEKEND,4,1
4-9,14.0,23,WEEKEND,4,1
4-10,21.0,23,WEEKEND,4,1
